Store No.,Name,Latitude,Longitude,Address,Street,City,State,Zip_Code,County,Provider,Category,Population,Fast Food Density, Adults with Obesity
034958,Taco Bell Columbia,35.63578345,-87.01500084,"127 Bear Creek Pike, Columbia, TN, 38401",127 Bear Creek Pike,Columbia,TN,38401,Maury,Taco Bell,Food Chains,104760.0,0.0005536464299350897,31.9
029053,Taco Bell Knoxville,35.92453841,-84.06710494,"8615 Walbrook Dr, Knoxville, TN, 37923",8615 Walbrook Dr,Knoxville,TN,37923,Knox,Taco Bell,Food Chains,486677.0,0.0008321741113716079,29.1
029025,Taco Bell Bristol,36.57198389,-82.1931839,"1111 Volunteer Parkway, Bristol, TN, 37620",1111 Volunteer Parkway,Bristol,TN,37620,Sullivan,Taco Bell,Food Chains,159265.0,0.0009606630458669514,33.3
029016,Taco Bell Johnson City,36.31204747,-82.38764606,"2100 West Market Street, Johnson City, TN, 37604",2100 West Market Street,Johnson City,TN,37604,Washington,Taco Bell,Food Chains,134236.0,0.0009386453708394171,33.9
032309,Taco Bell Memphis,35.12491712,-90.05452931,"826 S Third, Memphis, TN, 38106",826 S Third,Memphis,TN,38106,Shelby,Taco Bell,Food Chains,924454.0,0.0007680209074761967,34.9
029013,Taco Bell Chattanooga,35.00998233,-85.15450239,"7796 E Brainerd Rd, Chattanooga, TN, 37421",7796 E Brainerd Rd,Chattanooga,TN,37421,Hamilton,Taco Bell,Food Chains,369135.0,0.00093732645238192,31.2
032311,Taco Bell Memphis,35.13614864,-90.01329892,"1447 Union Ave, Memphis, TN, 38104",1447 Union Ave,Memphis,TN,38104,Shelby,Taco Bell,Food Chains,924454.0,0.0007680209074761967,34.9
034426,Taco Bell Nashville,36.04832683,-86.71312972,"5510 Nolensville Rd, Nashville, TN, 37211",5510 Nolensville Rd,Nashville,TN,37211,Davidson,Taco Bell,Food Chains,703953.0,0.000869376222560313,29.2
003168,Taco Bell Nashville,36.23161413,-86.75853029,"3121 Dickerson Pike, Nashville, TN, 37207",3121 Dickerson Pike,Nashville,TN,37207,Davidson,Taco Bell,Food Chains,703953.0,0.000869376222560313,29.2
023043,Taco Bell Lebanon,36.22087347,-86.34445623,"1672 West Main St, Lebanon, TN, 37087",1672 West Main St,Lebanon,TN,37087,Wilson,Taco Bell,Food Chains,151917.0,0.0008754780570969674,33.7
036466,Taco Bell Nashville,36.16270554,-86.77604333,"131 2nd Avenue North, Nashville, TN, 37201",131 2nd Avenue North,Nashville,TN,37201,Davidson,Taco Bell,Food Chains,703953.0,0.000869376222560313,29.2
036415,Taco Bell Clinton,36.16591888,-84.08423379,"2315 N Charles G Seivers Blvd, Clinton, TN, 37716",2315 N Charles G Seivers Blvd,Clinton,TN,37716,Anderson,Taco Bell,Food Chains,77576.0,0.0009023409301845932,33.5
034694,Taco Bell Jackson,35.67530043,-88.78034591,"117 Parkstone Place, Jackson, TN, 38305",117 Parkstone Place,Jackson,TN,38305,Madison,Taco Bell,Food Chains,98775.0,0.0012655024044545685,40.2
029046,Taco Bell Ooltewah,35.08375987,-85.06273764,"9210 Lee Hwy, Ooltewah, TN, 37363",9210 Lee Hwy,Ooltewah,TN,37363,Hamilton,Taco Bell,Food Chains,369135.0,0.00093732645238192,31.2
004843,Taco Bell Franklin,35.96452438,-86.81155502,"1715 Galleria Blvd, Franklin, TN, 37067",1715 Galleria Blvd,Franklin,TN,37067,Williamson,Taco Bell,Food Chains,255735.0,0.0009345611668328544,22.5
031540,Taco Bell Powell,36.05268571,-83.9909385,"611 East Emory Rd, Powell, TN, 37849",611 East Emory Rd,Powell,TN,37849,Knox,Taco Bell,Food Chains,486677.0,0.0008321741113716079,29.1
029019,Taco Bell Johnson City,36.33893847,-82.37368584,"2000 N Roan St, Johnson City, TN, 37601",2000 N Roan St,Johnson City,TN,37601,Washington,Taco Bell,Food Chains,134236.0,0.0009386453708394171,33.9
035150,Taco Bell Memphis,35.14919543,-89.91500611,"4370 Summer Ave, Memphis, TN, 38122",4370 Summer Ave,Memphis,TN,38122,Shelby,Taco Bell,Food Chains,924454.0,0.0007680209074761967,34.9
029034,Taco Bell Hixson,35.14058501,-85.24908589,"5439 Highway 153, Hixson, TN, 37343",5439 Highway 153,Hixson,TN,37343,Hamilton,Taco Bell,Food Chains,369135.0,0.00093732645238192,31.2
034435,Taco Bell Antioch,36.04838699,-86.65287884,"5315 Hickory Hollow Ln, Antioch, TN, 37013",5315 Hickory Hollow Ln,Antioch,TN,37013,Davidson,Taco Bell,Food Chains,703953.0,0.000869376222560313,29.2
033295,Taco Bell Cleveland,35.2144,-84.8686,"964 Paul Huff Parkway Nw, Cleveland, TN, 37312",964 Paul Huff Parkway Nw,Cleveland,TN,37312,Bradley,Taco Bell,Food Chains,110162.0,0.0009168315753163523,37.2
029057,Taco Bell Knoxville,36.0004292,-83.77861083,"7211 Strawberry Plains Pike, Knoxville, TN, 37914",7211 Strawberry Plains Pike,Knoxville,TN,37914,Knox,Taco Bell,Food Chains,486677.0,0.0008321741113716079,29.1
029061,Taco Bell Jonesborough,36.3013049,-82.46192113,"705 E Jackson Blvd, Jonesborough, TN, 37659",705 E Jackson Blvd,Jonesborough,TN,37659,Washington,Taco Bell,Food Chains,134236.0,0.0009386453708394171,33.9
032324,Taco Bell Memphis,35.10681425,-89.88462478,"911 Estate Dr, Memphis, TN, 38119",911 Estate Dr,Memphis,TN,38119,Shelby,Taco Bell,Food Chains,924454.0,0.0007680209074761967,34.9
034361,Taco Bell Murfreesboro,35.8681256,-86.38650111,"1702 Memorial Blvd, Murfreesboro, TN, 37129",1702 Memorial Blvd,Murfreesboro,TN,37129,Rutherford,Taco Bell,Food Chains,352182.0,0.0008319562044624654,33.3
026837,Taco Bell Alcoa,35.76009726,-83.97547312,"297 S Calderwood St, Alcoa, TN, 37701",297 S Calderwood St,Alcoa,TN,37701,Blount,Taco Bell,Food Chains,137605.0,0.0006976490679844482,35.9
029010,Taco Bell Chattanooga,35.01929536,-85.32177056,"3151 S Broad St, Chattanooga, TN, 37408",3151 S Broad St,Chattanooga,TN,37408,Hamilton,Taco Bell,Food Chains,369135.0,0.00093732645238192,31.2
034698,Taco Bell Memphis,35.09658855,-89.85914473,"1279 Ridgeway Rd, Memphis, TN, 38119",1279 Ridgeway Rd,Memphis,TN,38119,Shelby,Taco Bell,Food Chains,924454.0,0.0007680209074761967,34.9
020950,Taco Bell Nashville,36.03897089,-86.74397192,"5709 Edmonson Pike, Nashville, TN, 37211",5709 Edmonson Pike,Nashville,TN,37211,Davidson,Taco Bell,Food Chains,703953.0,0.000869376222560313,29.2
034364,Taco Bell Gallatin,36.37986973,-86.46447293,"807 Nashville Pike, Gallatin, TN, 37066",807 Nashville Pike,Gallatin,TN,37066,Sumner,Taco Bell,Food Chains,200557.0,0.0007080281416255728,27.2
030359,Taco Bell Maryville,35.71724099,-84.01247182,"2341 Market Place Dr Portion Of Lot E, Maryville, TN, 37801",2341 Market Place Dr Portion Of Lot E,Maryville,TN,37801,Blount,Taco Bell,Food Chains,137605.0,0.0006976490679844482,35.9
034438,Taco Bell Clarksville,36.62678745,-87.37362451,"1470 Tiny Town Rd, Clarksville, TN, 37042",1470 Tiny Town Rd,Clarksville,TN,37042,Montgomery,Taco Bell,Food Chains,227900.0,0.0007591048705572619,36.2
032898,Taco Bell Franklin,35.90460466,-86.87600943,"1710 Columbia Ave, Franklin, TN, 37064",1710 Columbia Ave,Franklin,TN,37064,Williamson,Taco Bell,Food Chains,255735.0,0.0009345611668328544,22.5
029014,Taco Bell Knoxville,35.9548603,-83.93603504,"1900 W Cumberland, Knoxville, TN, 37916",1900 W Cumberland,Knoxville,TN,37916,Knox,Taco Bell,Food Chains,486677.0,0.0008321741113716079,29.1
031757,Taco Bell Kodak,35.98721141,-83.6058543,"145 Stadium Drive, Kodak, TN, 37764",145 Stadium Drive,Kodak,TN,37764,Sevier,Taco Bell,Food Chains,99517.0,0.0014871830943456897,44.0
004327,Taco Bell Nashville,36.16930853,-86.68316195,"2384 Lebanon Pike, Nashville, TN, 37214",2384 Lebanon Pike,Nashville,TN,37214,Davidson,Taco Bell,Food Chains,703953.0,0.000869376222560313,29.2
020209,Taco Bell Murfreesboro,35.80692028,-86.3980703,"2482 S Church Street, Murfreesboro, TN, 37127",2482 S Church Street,Murfreesboro,TN,37127,Rutherford,Taco Bell,Food Chains,352182.0,0.0008319562044624654,33.3
034697,Taco Bell Collierville,35.04651984,-89.69154991,"880 W Poplar Ave, Collierville, TN, 38017",880 W Poplar Ave,Collierville,TN,38017,Shelby,Taco Bell,Food Chains,924454.0,0.0007680209074761967,34.9
035142,Taco Bell Memphis,35.14329698,-90.00492492,"1662 Poplar Avenue, Memphis, TN, 38104",1662 Poplar Avenue,Memphis,TN,38104,Shelby,Taco Bell,Food Chains,924454.0,0.0007680209074761967,34.9
029015,Taco Bell Pigeon Forge,35.78929699,-83.55763087,"3310 Parkway, Pigeon Forge, TN, 37863",3310 Parkway,Pigeon Forge,TN,37863,Sevier,Taco Bell,Food Chains,99517.0,0.0014871830943456897,44.0
029040,Taco Bell Oak Ridge,36.00723429,-84.2562716,"353 South Illinois Avenue, Oak Ridge, TN, 37830",353 South Illinois Avenue,Oak Ridge,TN,37830,Anderson,Taco Bell,Food Chains,77576.0,0.0009023409301845932,33.5
029033,Taco Bell Clinton,36.11840355,-84.11809736,"1114 N Charles G Seivers Blvd, Clinton, TN, 37716",1114 N Charles G Seivers Blvd,Clinton,TN,37716,Anderson,Taco Bell,Food Chains,77576.0,0.0009023409301845932,33.5
036778,Taco Bell Clarksville,36.50870181,-87.27546747,"2240 Madison Street, Clarksville, TN, 37043",2240 Madison Street,Clarksville,TN,37043,Montgomery,Taco Bell,Food Chains,227900.0,0.0007591048705572619,36.2
034696,Taco Bell Jackson,35.56774483,-88.81542921,"1619 S Highland Ave, Jackson, TN, 38301",1619 S Highland Ave,Jackson,TN,38301,Madison,Taco Bell,Food Chains,98775.0,0.0012655024044545685,40.2
035147,Taco Bell Memphis,35.17304695,-89.86888216,"1740 Sycamore View Road, Memphis, TN, 38134",1740 Sycamore View Road,Memphis,TN,38134,Shelby,Taco Bell,Food Chains,924454.0,0.0007680209074761967,34.9
037495,Taco Bell Baxter,36.14003,-85.63156,"125 Fast Lane, Baxter, TN, 38544",125 Fast Lane,Baxter,TN,38544,Putnam,Taco Bell,Food Chains,81188.0,0.0011947578459870916,28.3
019292,Taco Bell Knoxville,36.03309999,-83.86894236,"5322 Millertown Pike, Knoxville, TN, 37924",5322 Millertown Pike,Knoxville,TN,37924,Knox,Taco Bell,Food Chains,486677.0,0.0008321741113716079,29.1
034424,Taco Bell Smyrna,35.99197704,-86.526529,"305 N Lowry St, Smyrna, TN, 37167",305 N Lowry St,Smyrna,TN,37167,Rutherford,Taco Bell,Food Chains,352182.0,0.0008319562044624654,33.3
034441,Taco Bell Clarksville,36.6245,-87.3191,"1720 Tiny Town Road, Clarksville, TN, 37042",1720 Tiny Town Road,Clarksville,TN,37042,Montgomery,Taco Bell,Food Chains,227900.0,0.0007591048705572619,36.2
029044,Taco Bell Cleveland,35.13055752,-84.87646359,"2675 Apd 40, Cleveland, TN, 37323",2675 Apd 40,Cleveland,TN,37323,Bradley,Taco Bell,Food Chains,110162.0,0.0009168315753163523,37.2
029069,Taco Bell Knoxville,35.99211511,-83.92087589,"2085 N Broadway St, Knoxville, TN, 37917",2085 N Broadway St,Knoxville,TN,37917,Knox,Taco Bell,Food Chains,486677.0,0.0008321741113716079,29.1
026044,Taco Bell Maryville,35.75195423,-83.99643018,"836 Foothills Mall Dr, Maryville, TN, 37801",836 Foothills Mall Dr,Maryville,TN,37801,Blount,Taco Bell,Food Chains,137605.0,0.0006976490679844482,35.9
035126,Taco Bell Smyrna,35.97978158,-86.55899158,"565 Sam Ridley Pkwy W, Smyrna, TN, 37167",565 Sam Ridley Pkwy W,Smyrna,TN,37167,Rutherford,Taco Bell,Food Chains,352182.0,0.0008319562044624654,33.3
036783,Taco Bell Westmoreland,36.55363513,-86.23635701,"5236 Highway 31e, Westmoreland, TN, 37186",5236 Highway 31e,Westmoreland,TN,37186,Sumner,Taco Bell,Food Chains,200557.0,0.0007080281416255728,27.2
022251,Taco Bell Spring Hill,35.77372329,-86.91606984,"4936 Columbia Pike, Spring Hill, TN, 37174",4936 Columbia Pike,Spring Hill,TN,37174,Williamson,Taco Bell,Food Chains,255735.0,0.0009345611668328544,22.5
015358,Taco Bell Knoxville,35.92339523,-84.09425244,"421 N Cedar Bluff Road Pilot Travel Center 334, Knoxville, TN, 37923",421 N Cedar Bluff Road Pilot Travel Center 334,Knoxville,TN,37923,Knox,Taco Bell,Food Chains,486677.0,0.0008321741113716079,29.1
034429,Taco Bell Nashville,36.07649983,-86.6414801,"2541 Murfreesboro Rd, Nashville, TN, 37217",2541 Murfreesboro Rd,Nashville,TN,37217,Davidson,Taco Bell,Food Chains,703953.0,0.000869376222560313,29.2
034437,Taco Bell Smyrna,35.96835213,-86.49511222,"850 Nissan Drive, Smyrna, TN, 37167",850 Nissan Drive,Smyrna,TN,37167,Rutherford,Taco Bell,Food Chains,352182.0,0.0008319562044624654,33.3
031928,Taco Bell Nashville,36.04294011,-86.95913364,"8211 Highway 100, Nashville, TN, 37221",8211 Highway 100,Nashville,TN,37221,Davidson,Taco Bell,Food Chains,703953.0,0.000869376222560313,29.2
033470,Taco Bell Knoxville,36.07020182,-83.926869,"3003 Maynardville Hwy, Knoxville, TN, 37918",3003 Maynardville Hwy,Knoxville,TN,37918,Knox,Taco Bell,Food Chains,486677.0,0.0008321741113716079,29.1
034369,Taco Bell Goodlettsville,36.32671204,-86.70067866,"320 Long Hollow Pike, Goodlettsville, TN, 37072",320 Long Hollow Pike,Goodlettsville,TN,37072,Davidson,Taco Bell,Food Chains,703953.0,0.000869376222560313,29.2
035146,Taco Bell Memphis,35.12926639,-89.94953518,"3378 Poplar Ave, Memphis, TN, 38111",3378 Poplar Ave,Memphis,TN,38111,Shelby,Taco Bell,Food Chains,924454.0,0.0007680209074761967,34.9
029068,Taco Bell Knoxville,35.92157106,-83.86609912,"6504 Chapman Hwy, Knoxville, TN, 37920",6504 Chapman Hwy,Knoxville,TN,37920,Knox,Taco Bell,Food Chains,486677.0,0.0008321741113716079,29.1
032624,Taco Bell Joelton,36.31934572,-86.86631045,"7216 Whites Creek Pike, Joelton, TN, 37080",7216 Whites Creek Pike,Joelton,TN,37080,Davidson,Taco Bell,Food Chains,703953.0,0.000869376222560313,29.2
029042,Taco Bell Chattanooga,34.99547357,-85.29138176,"4115 Rossville Blvd, Chattanooga, TN, 37407",4115 Rossville Blvd,Chattanooga,TN,37407,Hamilton,Taco Bell,Food Chains,369135.0,0.00093732645238192,31.2
037194,Taco Bell Bristol,36.59462097,-82.21229979,"2582 W State St, Bristol, TN, 37620",2582 W State St,Bristol,TN,37620,Sullivan,Taco Bell,Food Chains,159265.0,0.0009606630458669514,33.3
035160,Taco Bell Memphis,35.17951728,-89.83678758,"1983 Whitten Road, Memphis, TN, 38133",1983 Whitten Road,Memphis,TN,38133,Shelby,Taco Bell,Food Chains,924454.0,0.0007680209074761967,34.9
026432,Taco Bell Pigeon Forge,35.80377693,-83.58050287,"206 Wears Valley Road, Pigeon Forge, TN, 37863",206 Wears Valley Road,Pigeon Forge,TN,37863,Sevier,Taco Bell,Food Chains,99517.0,0.0014871830943456897,44.0
034700,Taco Bell Germantown,35.11334544,-89.80079059,"7858 Wolf River Blvd, Germantown, TN, 38138",7858 Wolf River Blvd,Germantown,TN,38138,Shelby,Taco Bell,Food Chains,924454.0,0.0007680209074761967,34.9
021079,Taco Bell Knoxville,35.92553743,-84.038063,"7600 Kingston Pike, Knoxville, TN, 37919",7600 Kingston Pike,Knoxville,TN,37919,Knox,Taco Bell,Food Chains,486677.0,0.0008321741113716079,29.1
035157,Taco Bell Memphis,35.20421417,-89.79485659,"8033 Hwy 64, Memphis, TN, 38133",8033 Hwy 64,Memphis,TN,38133,Shelby,Taco Bell,Food Chains,924454.0,0.0007680209074761967,34.9
029560,Taco Bell Brentwood,35.99790004,-86.69063143,"6718 Nolensville Pk, Brentwood, TN, 37027",6718 Nolensville Pk,Brentwood,TN,37027,Williamson,Taco Bell,Food Chains,255735.0,0.0009345611668328544,22.5
002258,Taco Bell Columbia,35.60485166,-87.06626952,"1237 Trotwood Ave, Columbia, TN, 38401",1237 Trotwood Ave,Columbia,TN,38401,Maury,Taco Bell,Food Chains,104760.0,0.0005536464299350897,31.9
033643,Taco Bell Hixson,35.19944509,-85.16031995,"8522 Hixson Pike, Hixson, TN, 37343",8522 Hixson Pike,Hixson,TN,37343,Hamilton,Taco Bell,Food Chains,369135.0,0.00093732645238192,31.2
035155,Taco Bell Memphis,35.05351481,-90.02460618,"3490 Elvis Presley Blvd, Memphis, TN, 38116",3490 Elvis Presley Blvd,Memphis,TN,38116,Shelby,Taco Bell,Food Chains,924454.0,0.0007680209074761967,34.9
022329,Taco Bell Nashville,36.1393589,-86.8023709,"2200 Children's Way, Nashville, TN, 37232",2200 Children's Way,Nashville,TN,37232,Davidson,Taco Bell,Food Chains,703953.0,0.000869376222560313,29.2
016292,Taco Bell Nashville,36.19132256,-86.79971963,"2101 Rosa L Parks Blvd, Nashville, TN, 37228",2101 Rosa L Parks Blvd,Nashville,TN,37228,Davidson,Taco Bell,Food Chains,703953.0,0.000869376222560313,29.2
029036,Taco Bell Sevierville,35.86363479,-83.54427691,"931 Dolly Parton Prkwy, Sevierville, TN, 37864",931 Dolly Parton Prkwy,Sevierville,TN,37864,Sevier,Taco Bell,Food Chains,99517.0,0.0014871830943456897,44.0
021287,Taco Bell Cookeville,36.15557555,-85.51725558,"387 W Jackson Street, Cookeville, TN, 38501",387 W Jackson Street,Cookeville,TN,38501,Putnam,Taco Bell,Food Chains,81188.0,0.0011947578459870916,28.3
034359,Taco Bell Murfreesboro,35.86309497,-86.40949886,"1301 Nw Broad St, Murfreesboro, TN, 37129",1301 Nw Broad St,Murfreesboro,TN,37129,Rutherford,Taco Bell,Food Chains,352182.0,0.0008319562044624654,33.3
034431,Taco Bell Clarksville,36.57887512,-87.40993014,"1670 Ft Campbell Blvd, Clarksville, TN, 37042",1670 Ft Campbell Blvd,Clarksville,TN,37042,Montgomery,Taco Bell,Food Chains,227900.0,0.0007591048705572619,36.2
035154,Taco Bell Millington,35.34099759,-89.90288888,"4811 Navy Rd, Millington, TN, 38053",4811 Navy Rd,Millington,TN,38053,Shelby,Taco Bell,Food Chains,924454.0,0.0007680209074761967,34.9
029559,Taco Bell Fairview,35.962749,-87.134734,"2389 Fairview Blvd, Fairview, TN, 37062",2389 Fairview Blvd,Fairview,TN,37062,Williamson,Taco Bell,Food Chains,255735.0,0.0009345611668328544,22.5
009575,Taco Bell Knoxville,35.9291061,-84.03315244,"7414 Kingston Pike, Knoxville, TN, 37919",7414 Kingston Pike,Knoxville,TN,37919,Knox,Taco Bell,Food Chains,486677.0,0.0008321741113716079,29.1
003441,Taco Bell Nashville,36.20515032,-86.77846111,"1410 Brick Church Pike, Nashville, TN, 37207",1410 Brick Church Pike,Nashville,TN,37207,Davidson,Taco Bell,Food Chains,703953.0,0.000869376222560313,29.2
035151,Taco Bell Cordova,35.14896395,-89.7959134,"871 Germantown Pkwy, Cordova, TN, 38018",871 Germantown Pkwy,Cordova,TN,38018,Shelby,Taco Bell,Food Chains,924454.0,0.0007680209074761967,34.9
029067,Taco Bell Greeneville,36.18217324,-82.77079318,"3050 E Andrew Johnson Hwy, Greeneville, TN, 37745",3050 E Andrew Johnson Hwy,Greeneville,TN,37745,Greene,Taco Bell,Food Chains,70621.0,0.0007363248891972642,37.6
032329,Taco Bell Arlington,35.20484536,-89.73394898,"9821 Us Hwy 64, Arlington, TN, 38002",9821 Us Hwy 64,Arlington,TN,38002,Shelby,Taco Bell,Food Chains,924454.0,0.0007680209074761967,34.9
034699,Taco Bell Memphis,35.07501446,-89.90580444,"2702 S Perkins Rd, Memphis, TN, 38118",2702 S Perkins Rd,Memphis,TN,38118,Shelby,Taco Bell,Food Chains,924454.0,0.0007680209074761967,34.9
034827,Taco Bell Oak Ridge,36.02464242,-84.24077003,"101 Bus Terminal Road, Oak Ridge, TN, 37830",101 Bus Terminal Road,Oak Ridge,TN,37830,Anderson,Taco Bell,Food Chains,77576.0,0.0009023409301845932,33.5
035461,Taco Bell Maryville,35.756406,-83.9419497,"2013 East Lamar Alexander Parkway, Maryville, TN, 37804",2013 East Lamar Alexander Parkway,Maryville,TN,37804,Blount,Taco Bell,Food Chains,137605.0,0.0006976490679844482,35.9
034353,Taco Bell Murfreesboro,35.87127473,-86.35239979,"1414 N Rutherford Blvd, Murfreesboro, TN, 37130",1414 N Rutherford Blvd,Murfreesboro,TN,37130,Rutherford,Taco Bell,Food Chains,352182.0,0.0008319562044624654,33.3
040162,Taco Bell MC Donald,35.15246601,-84.95023232,"127 Pleasant Grove Road Sw, Mc Donald, TN, 37353",127 Pleasant Grove Road Sw,Mc Donald,TN,37353,Bradley,Taco Bell,Food Chains,110162.0,0.0009168315753163523,37.2
034433,Taco Bell Nashville,36.20297734,-86.73840172,"2904 Gallatin Pike, Nashville, TN, 37216",2904 Gallatin Pike,Nashville,TN,37216,Davidson,Taco Bell,Food Chains,703953.0,0.000869376222560313,29.2
028380,Taco Bell Nashville,36.10553601,-86.76416032,"2615 Powell Ave, Nashville, TN, 37204",2615 Powell Ave,Nashville,TN,37204,Davidson,Taco Bell,Food Chains,703953.0,0.000869376222560313,29.2
034434,Taco Bell Clarksville,36.54012561,-87.36630177,"788 Riverside Drive, Clarksville, TN, 37040",788 Riverside Drive,Clarksville,TN,37040,Montgomery,Taco Bell,Food Chains,227900.0,0.0007591048705572619,36.2
L518022,Taco Bell Memphis,35.03965526,-90.06955504,"3995 S 3rd St, Memphis, TN, 38109",3995 S 3rd St,Memphis,TN,38109,Shelby,Taco Bell,Food Chains,924454.0,0.0007680209074761967,34.9
032326,Taco Bell Memphis,35.04888066,-89.79713608,"7964 Windchester Road, Memphis, TN, 38125",7964 Windchester Road,Memphis,TN,38125,Shelby,Taco Bell,Food Chains,924454.0,0.0007680209074761967,34.9
034690,Taco Bell Jackson,35.6672914,-88.82872586,"2330 North Highland, Jackson, TN, 38305",2330 North Highland,Jackson,TN,38305,Madison,Taco Bell,Food Chains,98775.0,0.0012655024044545685,40.2
034440,Taco Bell Smyrna,35.93118205,-86.53334677,"1895 Almaville Road, Smyrna, TN, 37167",1895 Almaville Road,Smyrna,TN,37167,Rutherford,Taco Bell,Food Chains,352182.0,0.0008319562044624654,33.3
036497,Taco Bell Knoxville,35.861266,-84.077661,"1982 Town Center Blvd, Knoxville, TN, 37922",1982 Town Center Blvd,Knoxville,TN,37922,Knox,Taco Bell,Food Chains,486677.0,0.0008321741113716079,29.1
039028,Taco Bell Greenbrier,36.41492273,-86.79233911,"2225 Us 41, Greenbrier, TN, 37073",2225 Us 41,Greenbrier,TN,37073,Robertson,Taco Bell,Food Chains,74098.0,0.0008097384544792032,38.1
L518014,Taco Bell Memphis,35.09431388,-89.96989046,"2785 Lamar Ave, Memphis, TN, 38114",2785 Lamar Ave,Memphis,TN,38114,Shelby,Taco Bell,Food Chains,924454.0,0.0007680209074761967,34.9
003442,Taco Bell Nashville,36.1276021,-86.84455134,"4300 Harding Rd, Nashville, TN, 37205",4300 Harding Rd,Nashville,TN,37205,Davidson,Taco Bell,Food Chains,703953.0,0.000869376222560313,29.2
036459,Taco Bell Mount Juliet,36.23129547,-86.5099682,"10989 Lebanon Road, Mount Juliet, TN, 37122",10989 Lebanon Road,Mount Juliet,TN,37122,Wilson,Taco Bell,Food Chains,151917.0,0.0008754780570969674,33.7
035152,Taco Bell Memphis,35.02126599,-89.83173777,"4655 Riverdale Road, Memphis, TN, 38141",4655 Riverdale Road,Memphis,TN,38141,Shelby,Taco Bell,Food Chains,924454.0,0.0007680209074761967,34.9
034368,Taco Bell Hendersonville,36.31854622,-86.60035118,"210 Indian Lake Blvd, Hendersonville, TN, 37075",210 Indian Lake Blvd,Hendersonville,TN,37075,Sumner,Taco Bell,Food Chains,200557.0,0.0007080281416255728,27.2
016498,Taco Bell Knoxville,36.02763071,-83.92744351,"4854 N Broadway St, Knoxville, TN, 37918",4854 N Broadway St,Knoxville,TN,37918,Knox,Taco Bell,Food Chains,486677.0,0.0008321741113716079,29.1
034425,Taco Bell Nashville,36.14736863,-86.66598608,"529 Donelson Pike, Nashville, TN, 37214",529 Donelson Pike,Nashville,TN,37214,Davidson,Taco Bell,Food Chains,703953.0,0.000869376222560313,29.2
029052,Taco Bell Sevierville,35.90558946,-83.58061646,"1407 Winfield Dunn Pkwy, Sevierville, TN, 37876",1407 Winfield Dunn Pkwy,Sevierville,TN,37876,Sevier,Taco Bell,Food Chains,99517.0,0.0014871830943456897,44.0
030711,Taco Bell Spring Hill,35.739587,-86.89300854,"4880 Port Royal Rd, Spring Hill, TN, 37174",4880 Port Royal Rd,Spring Hill,TN,37174,Williamson,Taco Bell,Food Chains,255735.0,0.0009345611668328544,22.5
036220,Taco Bell Hendersonville,36.33423972,-86.61859985,"1004 Glenbrook Way, Hendersonville, TN, 37075",1004 Glenbrook Way,Hendersonville,TN,37075,Sumner,Taco Bell,Food Chains,200557.0,0.0007080281416255728,27.2
004789,Taco Bell Knoxville,36.00674995,-84.02767806,"6789 Clinton Highway, Knoxville, TN, 37912",6789 Clinton Highway,Knoxville,TN,37912,Knox,Taco Bell,Food Chains,486677.0,0.0008321741113716079,29.1
029026,Taco Bell Knoxville,36.07020162,-83.92685928,"6802 Maynardville Hwy, Knoxville, TN, 37918",6802 Maynardville Hwy,Knoxville,TN,37918,Knox,Taco Bell,Food Chains,486677.0,0.0008321741113716079,29.1
002302,Taco Bell Knoxville,35.97311902,-83.98453351,"4413 Western Ave, Knoxville, TN, 37921",4413 Western Ave,Knoxville,TN,37921,Knox,Taco Bell,Food Chains,486677.0,0.0008321741113716079,29.1
035148,Taco Bell Memphis,35.05020493,-89.85644158,"6210 Winchester Rd, Memphis, TN, 38115",6210 Winchester Rd,Memphis,TN,38115,Shelby,Taco Bell,Food Chains,924454.0,0.0007680209074761967,34.9
031779,Taco Bell Murfreesboro,35.81179605,-86.46001899,"2732 Saint Andrews Drive, Murfreesboro, TN, 37128",2732 Saint Andrews Drive,Murfreesboro,TN,37128,Rutherford,Taco Bell,Food Chains,352182.0,0.0008319562044624654,33.3
034691,Taco Bell Jackson,35.65964876,-88.85424159,"1921 Hwy 45 Bypass, Jackson, TN, 38305",1921 Hwy 45 Bypass,Jackson,TN,38305,Madison,Taco Bell,Food Chains,98775.0,0.0012655024044545685,40.2
035381,Taco Bell Cordova,35.15826275,-89.72807205,"1205 N Houston Levee Rd, Cordova, TN, 38018",1205 N Houston Levee Rd,Cordova,TN,38018,Shelby,Taco Bell,Food Chains,924454.0,0.0007680209074761967,34.9
034436,Taco Bell La Vergne,36.02089662,-86.577752,"5143 Murfreesboro Rd, La Vergne, TN, 37086",5143 Murfreesboro Rd,La Vergne,TN,37086,Rutherford,Taco Bell,Food Chains,352182.0,0.0008319562044624654,33.3
029066,Taco Bell Soddy Daisy,35.23644243,-85.2009689,"9341 Dayton Pike, Soddy Daisy, TN, 37379",9341 Dayton Pike,Soddy Daisy,TN,37379,Hamilton,Taco Bell,Food Chains,369135.0,0.00093732645238192,31.2
040444,Taco Bell Blountville,36.524966,-82.316514,"1913 Tn-394, Blountville, TN, 37617",1913 Tn-394,Blountville,TN,37617,Sullivan,Taco Bell,Food Chains,159265.0,0.0009606630458669514,33.3
